Rank,Company,City,Country,Funding,Industry,Employees,Revenue,Growth %
3223,Huntsville City...,Huntsville,USA,,Sports Tea...,42,$0,133%
3224,Trivial Chapter,Gurugram,IND,,Trade,42,$0,133%
3225,U Career Succes...,Salt Lake ...,USA,,Education,42,$6M,133%
3226,Contruent,Silicon Va...,USA,,Software,108,$17.3M,28%
3227,Contruent,Chicago,USA,,Software,108,$17.3M,28%
3228,Cleo AI,,UK,$175M,Fintech,306,$50.5M,31%
3229,Cleo,London,,$175M,Fintech,306,$50.5M,31%
3230,HNI Workplace F...,Muscatine,USA,,Furniture ...,415,$0,8%
3231,WellBe Senior M...,Chicago,USA,,Digital He...,369,$64.6M,103%
3232,Lingrove,San Franci...,USA,,Engineerin...,19,$1.1M,21%
3233,IntegrityNext,Munich,Germany,,Tech Servi...,119,$17.3M,97%
3234,Convertedin,New Castle,USA,,AI,117,$16.4M,98%
3235,Washington Stat...,Seattle,USA,,Banking,696,$182.7M,5%
3236,Zolve,Bangalore,IND,$55M,Fintech,238,$17M,27%
3237,Gravity Sketch,London,UK,,3D,155,$29M,26%
3238,MANSCAPED,San Diego,USA,,Consumer,327,$102.6M,17%
3239,Fisherman,Boston,USA,,Tech Servi...,160,$25.5M,27%
3240,8bit Solutions,,,,Tech Servi...,174,$27.8M,27%
3241,Mesa West Capit...,Los Angles,USA,,Real Estat...,50,$6M,2%
3242,Honeywell UOP,Chicago,USA,,Energy/Oil,93,$22.8M,97%
3243,TravelLocal,Bristol,,,Leisure,77,$19.5M,28%
3244,OK COOL,London,UK,,Marketing,258,$71M,99%
3245,Mi Quiniela,,,,Entertainm...,87,$17.8M,97%
3246,Foss and Compan...,San Franci...,USA,,Investment...,52,$10.6M,4%
3247,Accuknox,,,$10.6M,Tech Servi...,161,$25.1M,26%
3248,LiveFlow,London,,$3.62M,Tech Servi...,29,$2.1M,65%
3249,Carbonplace,London,,$45M,Finance,29,$3M,65%
3250,Sonen Capital,San Franci...,USA,,Investment...,29,$3.3M,65%
3251,FeedMore WNY,Buffalo,USA,,Social Ser...,82,$8.2M,26%
3252,Honeycomb Insur...,,,,Insurance,96,$21.1M,27%
3253,Parts Tech,Boston,USA,,Automotive,152,$55.2M,27%
3254,Sono Bello,Seattle,USA,,Medical Of...,831,$314.1M,19%
3255,Automation Pers...,Vestavia H...,USA,,Recruiting,626,$93.9M,4%
3256,Clothing Manufa...,Dhaka,,,Apparel,491,$139.9M,108%
3257,Octopus Electri...,London,UK,,Automotive,403,$166.2M,36%
3258,Octopus Electri...,London,UK,,Automotive,403,$166.2M,36%
3259,Fi - Next Gener...,New York C...,USA,$40M,Tech Servi...,274,$42.7M,27%
3260,AvSight,,,$20M,Airlines a...,37,$0,61%
3261,Exostellar,Ithaca,,$27M,Software,37,$4.5M,59%
3262,Novaria Group,,,,Aviation,56,$12.4M,5%
3263,vHive,Tel Aviv,Israel,,Tech Servi...,73,$9.5M,25%
3264,Vitally.io,,USA,,Analytics,106,$14.8M,26%
3265,Cubo Work,Derby,,,Real Estat...,45,$5.1M,59%
3266,Initial Therape...,San Franci...,USA,,Biotech,28,$2.2M,77%
3267,Joblogic Servic...,Birmingham,UK,,Tech Servi...,321,$58.2M,30%
3268,Tidepool,Silicon Va...,USA,,Tech Servi...,78,$11.3M,25%
3269,Electron,London,UK,,Tech Servi...,53,$6.9M,59%
3270,VEIR,,,$11M,Utilities,53,$10.1M,61%
3271,Ryanair Enginee...,SchÃ¶nefel...,Germany,,Aviation,186,$2.6B,97%
3272,Roberds Convert...,Loveland,USA,,Paper and ...,58,$0,132%
3273,Qcells Enable,New York C...,USA,,Solar Elec...,58,$0,132%
3274,Northwestern At...,,USA,,Spectator ...,58,$0,132%
3275,Midwestern IT,Bloomingda...,USA,,Tech Servi...,58,$7.6M,133%
3276,Nirmata,Silicon Va...,USA,$4M,Tech Servi...,83,$12M,25%
3277,Antares Audio T...,Santa Cruz,USA,,Music,83,$3.5M,26%
3278,Glide,San Franci...,USA,,Tech Servi...,69,$9M,25%
3279,Guardian Dentis...,Miami,Philippines,,Hospital/H...,192,$28.5M,26%
3280,Air Company,New York C...,USA,,Consumer,140,$38.7M,26%
3281,VWheute,Karlsruhe,Germany,,Insurance,51,$10.1M,133%
3282,Rally Picklebal...,Charlotte,USA,,Hospitalit...,51,$11.7M,128%
3283,Marc-Henry Crui...,Miami,USA,,Hospitalit...,51,$11.7M,128%
3284,Delta Diagnosti...,Rotterdam,Netherlands,,Biotech,51,$7.9M,133%
3285,IEQ Capital,Los Angele...,USA,,Investment...,178,$44.4M,26%
3286,The Ridge Walle...,Los Angele...,USA,,Apparel,268,$67.2M,26%
3287,Techcyte,Salt Lake ...,USA,$35.4M,Tech Servi...,126,$18.3M,26%
3288,Novartis Pharma...,,Switzerland,,Pharma,51,$10.3M,91%
3289,Terremoto Biosc...,San Franci...,USA,,Biotech,54,$4.2M,29%
3290,Denodo,Silicon Va...,USA,$336M,Tech Servi...,824,$170.9M,18%
3291,NSM Insurance G...,Philadelph...,USA,,Insurance,409,$112.5M,6%
3292,711 BV,,Belgium,,Gambling F...,44,$0,132%
3293,Drive,Dublin,IE,,Automotive,44,$11.6M,127%
3294,Athumi,Brussel,Belgium,,Technology...,44,$0,132%
3295,WOW Legal Exper...,Madrid,Spain,,Legal,44,$9.5M,131%
3296,Zerodha Fund Ho...,Bengaluru,IND,,Finance,44,$3.7M,131%
3297,Valley Baptist,Harlingen,USA,,Hospital/H...,108,$29.2M,56%
3298,Frankies Bikini...,Los Angele...,USA,,Retail,79,$17.9M,26%
3299,Capital Constru...,Minneapoli...,,$125K,Constructi...,60,$15.1M,24%
3300,Donut,Los Angele...,,$3.81M,Consumer,60,$13.1M,24%
3301,All Cruise Jobs,Bristol,UK,,HR,625,$157M,118%
3302,SKILLS - Recrut...,,France,,HR,241,$53.3M,98%
3303,TradePending,Carrboro,USA,,Automotive,189,$68.6M,27%
3304,Final Offer,Hingham,USA,,Technology...,32,$0,60%
3305,Sunstone Credit,Baltimore,USA,$24.5M,Finance,46,$7.3M,33%
3306,Amenities,Dallas,,$8.81M,Hospital/H...,32,$0,60%
3307,Medmo,New York C...,,,Tech Servi...,48,$5.6M,59%
3308,Respondology,Boulder,USA,,AI,65,$8.2M,24%
3309,ReadySpaces,Los Angele...,USA,,Real Estat...,55,$7.4M,16%
3310,CommandLink,Seattle,USA,,Tech Servi...,138,$20M,99%
3311,KWS Seeds,Minneapoli...,USA,,Farming,37,$0,136%
3312,Black Swan Insu...,Springboro,USA,,Insurance,37,$6.5M,131%
3313,Courier Health,New York C...,USA,,Software,37,$4.7M,125%
3314,Academia.edu,San Franci...,USA,$58.4M,Analytics,219,$33M,26%
3315,AHC,Topeka,USA,,Hospital/H...,217,$64.4M,98%
3316,Albert,Los Angele...,USA,$174M,Fintech,249,$34.8M,23%
3317,Pineapple,Johannesbu...,,,Insurance,128,$28.2M,98%
3318,Ferry.,,,,Automotive,128,$42.2M,25%
3319,Axelspace,Tokyo,,,Defense,128,$39.4M,25%
3320,Amulet Home,New York C...,USA,,Fintech,38,$4M,29%
3321,OneShield Softw...,Boston,USA,$52.5M,Fintech,456,$75.3M,20%
3322,Philadelphia In...,Philadelph...,USA,,Aviation,249,$67.4M,26%
3323,ScyllaDB,Silicon Va...,USA,$60M,Tech Servi...,196,$30.6M,26%
3324,Concierge Cyber...,Orlando,USA,,IT Securit...,59,$10.8M,60%
3325,Houston Web Des...,Houston,USA,,Design Ser...,197,$0,97%
3326,PBS Biotech,Santa Barb...,USA,$44.7M,Biotech,95,$14.7M,26%
3327,LeanTaaS,Silicon Va...,USA,$250M,Digital He...,355,$63.1M,1%
3328,Utility Global,Houston,USA,,3D,66,$10.1M,25%
3329,Wyebot,Boston,USA,,Networking,66,$17.8M,26%
3330,Fort Insurance ...,Westmount,CAN,,Insurance,168,$40.7M,25%
3331,Bakkal Corporat...,Silicon Va...,,$3M,Software,43,$5.2M,58%
3332,Ludi,Nashville,USA,$1M,Hospital/H...,43,$8.8M,58%
3333,GrowUp,London,UK,,Farming,110,$1.7M,95%
3334,MineSense Techn...,Vancouver,CAN,$133M,Tech Servi...,259,$40.4M,25%
3335,August Bioservi...,Nashville,USA,,Pharma,149,$29.9M,26%
3336,Lark Hotels,Amesbury,USA,,Hospitalit...,188,$52.5M,26%
3337,Motion,Silicon Va...,USA,,Tech Servi...,47,$5.5M,29%
3338,Koia,Los Angele...,USA,,Food,247,$73.4M,26%
3339,Pete's of Erie,Parsons,USA,,Retail Gas...,53,$0,130%
3340,National Minori...,New York C...,USA,,NonProfit,174,$7.5M,25%
3341,Michael Graves ...,New York C...,USA,,Architectu...,189,$67.2M,25%
3342,Zowie,Dover,,,Analytics,96,$13.4M,25%
3343,Hiver,Silicon Va...,USA,$46.2M,Analytics,245,$36.9M,21%
3344,Parker and Sons,Phoenix,USA,,Utilities,413,$113.6M,20%
3345,Ozlo Sleep,Boston,USA,,Computers ...,27,$0,59%
3346,HR DataHub,houghton c...,,,Analytics,27,$2.6M,56%
3347,Accord,San Franci...,USA,,Tech Servi...,165,$26.3M,25%
3348,Alamar Bioscien...,East Bay,,$250M,Biotech,111,$17.2M,25%
3349,Chip Financial,,,,Fintech,244,$34.9M,26%
3350,FLOWER CO.,Arcata,USA,$19M,Cannabis,184,$53.4M,23%
3351,HANDLE Global,Louisville,USA,,Hospital/H...,67,$16.3M,24%
3352,Enmark Systems,Detroit,USA,,Tech Servi...,67,$8.7M,23%
3353,Espresso Capita...,Toronto,CAN,,Finance,67,$12.7M,24%
3354,Tentarix Biothe...,San Diego,,$132M,Biotech,44,$3.4M,16%
3355,MoeGo,Los Angele...,USA,,Technology...,46,$0,59%
3356,ALLCITY Network,Denver,USA,,Online Aud...,46,$0,59%
3357,Morphoses,London,,$2.22M,Education,46,$6.3M,57%
3358,Silvus Technolo...,Los Angele...,USA,,Wireless,146,$54.9M,25%
3359,Profisee,Atlanta,USA,$12.8M,Tech Servi...,151,$23.5M,25%
3360,Milton Industri...,Chicago,USA,$10M,Automotive,77,$25.4M,24%
3361,Oswego Hospital,Oswego,USA,,Hospital/H...,560,$189M,9%
3362,Welii,Paris,France,,Software,46,$5.9M,125%
3363,Huître,Porto Salv...,Portugal,,Constructi...,46,$10.7M,131%
3364,VAI Resort,Phoenix,USA,,Hospitalit...,46,$9.3M,131%
3365,DPR Solutions,Washington...,USA,,Recruiting,46,$4.4M,125%
3366,JOB TOURISME,Lyon,France,,Recruiting,46,$4.4M,125%
3367,BLP Digital AG,Zurich,Switzerland,,AI,46,$5.2M,126%
3368,Utilidata,Providence,USA,,Utilities,92,$20.2M,25%
3369,tbd.,Chicago,USA,,Hospitalit...,153,$42.7M,95%
3370,Caring Transiti...,Blue Ash,USA,,Social Ser...,724,$101.4M,10%
3371,Boulder Media,Dublin,IE,,Animation,210,$75M,96%
3372,InvGate,Buenos Air...,AR,,Tech Servi...,231,$36.8M,25%
3373,Green Circle Gr...,Oberlin,USA,,Consumer,417,$130.8M,5%
3374,Quantic School ...,Washington...,USA,,Education,350,$78.8M,28%
3375,CollisionRight,Columbus,USA,,Automotive,137,$45.2M,24%
3376,Environmental 3...,Pickering,CAN,,Environmen...,296,$68.4M,25%
3377,Clinch,New York C...,USA,$13M,Marketing,147,$39.5M,25%
3378,Epic Gardening,San Diego,,,Online Aud...,57,$0,58%
3379,Ratio Therapeut...,Boston,USA,$90M,Pharma,38,$3.8M,57%
3380,Terra.do,,,,Learning,167,$30.3M,24%
3381,SES,,,,Electronic...,172,$46.4M,25%
3382,Janus Internati...,Temple,USA,,Materials,648,$663.4M,16%
3383,TELA Bio,Philadelph...,USA,$105M,Medical Eq...,257,$40.2M,25%
3384,Customer.io,Portland,USA,$38.8M,Martech,334,$59.4M,28%
3385,Kempower,Lahti,FIN,,Electronic...,671,$205.5M,87%
3386,Vacatia,San Franci...,USA,,Tech Servi...,73,$9.5M,23%
3387,enGene,St-Laurent,,$54M,Biotech,78,$12.1M,23%
3388,Espresa,Silicon Va...,USA,$36.4M,Tech Servi...,83,$12M,23%
3389,Parsec Automati...,Anaheim Hi...,USA,,Tech Servi...,83,$12M,25%
3390,Finalis,Corte Made...,USA,,Tech Servi...,133,$19.3M,24%
3391,minds and assem...,,USA,,Marketing,188,$51.7M,24%
3392,Cayosoft,Columbus,,,Tech Servi...,49,$5.7M,57%
3393,Applied Materia...,Bengaluru,IND,,Semiconduc...,787,$0,10%
3394,Metric Geo,,USA,,Recruiting,39,$3.7M,124%
3395,Elmer's Air Con...,San Antoni...,USA,,Consumer,39,$7.8M,129%
3396,SeAH Wind Ltd,Edinburgh,UK,,Energy,39,$0,129%
3397,Ada Infrastruct...,,USA,,Data Infra...,39,$0,129%
3398,Diamond Solutio...,VALBONNE,France,,Recruiting,39,$3.7M,124%
3399,Marqo,Melbourne,,$17.7M,Software,30,$3.6M,61%
3400,Crescent,Distribute...,,,Finance,30,$4.8M,61%
3401,Specright,Orange Cou...,USA,$41.7M,Logistics,149,$48.9M,25%
3402,Asimov,Boston,USA,,Biotech,137,$21.2M,38%
3403,Abacus AI,San Franci...,USA,,AI,129,$18.1M,25%
3404,Net at Work,New York C...,USA,,Tech Servi...,590,$106.9M,8%
3405,Winter Farm,Brossard,,,Farming,41,$0,56%
3406,Boom,Austin,USA,,Finance,41,$6.5M,56%
3407,UtilityInnovati...,Raleigh Du...,,,Utilities,41,$6.9M,56%
3408,Hedonova,Los Angele...,USA,$18.4M,Investment...,41,$7.1M,56%
3409,NL Health Servi...,,Canada,,Hospital/H...,546,$0,108%
3410,Greenskies Rene...,Middletown,USA,$430M,Environmen...,99,$20.8M,24%
3411,ClareMedica,Miami,USA,,Hospital/H...,89,$24M,23%
3412,Sales Internshi...,Charlotte,USA,,Environmen...,84,$17.6M,25%
3413,Robust Intellig...,San Franci...,USA,,AI,79,$11.1M,23%
3414,Userpilot,San Franci...,USA,,Tech Servi...,79,$11.5M,23%
3415,Phantom AI,Silicon Va...,USA,$80.2M,Automotive,79,$26.1M,23%
3416,AltPep Corporat...,Seattle,,$120M,Biotech,39,$3M,14%
3417,Frost Giant Stu...,,,,Entertainm...,74,$13.7M,22%
3418,World Class Ind...,Hiawatha,USA,,Logistics,137,$41.8M,9%
3419,BSA Software,Bath,USA,,Tech Servi...,211,$33.7M,25%
3420,Groome Industri...,Denville,USA,,Commercial...,58,$0,29%
3421,Onx Homes,Dallas,USA,,Real Estat...,257,$42.4M,10%
3422,Resilience Lab,New York C...,USA,,Health,237,$70.4M,24%
3423,HireArt,New York C...,USA,,Recruiting,171,$22.6M,24%
3424,Techmer PM,Clinton,USA,,Plastics,385,$35M,14%
3425,MRM Global,Edinburgh,UK,,Tech Servi...,110,$15.9M,23%
3426,SuccessKPI,Washington...,USA,$33M,Tech Servi...,151,$23.5M,24%
3427,Solmetex,Northborou...,USA,,Medical Eq...,95,$23.8M,24%
3428,Episode Six,Austin,USA,$85M,Tech Servi...,141,$22M,23%
3429,InstaVolt,Basingstok...,,,Automotive,136,$44.9M,23%
3430,EGG Medical,Minneapoli...,,,Medical,33,$1.7M,55%
3431,Antiva Bioscien...,San Franci...,USA,,Biotech,33,$5.1M,59%
3432,DLT Science Fou...,Liverpool ...,UK,,Nonprofit,48,$0,124%
3433,Bend Bioscience,Bend,,,Biotech,40,$3.1M,106%
3434,Supercharge You...,Silicon Va...,USA,,Tech Servi...,33,$3.8M,60%
3435,Cardata,,,,Tech Servi...,85,$12.3M,24%
3436,AleraCare,Phoenix,USA,,Digital He...,85,$11.9M,22%
3437,Xfinity,Philadelph...,USA,,Telecom,799,$363.5M,123%
3438,Cloud Technolog...,Manchester,UK,,Analytics,845,$165.6M,143%
3439,Aleph Alpha,Heidelberg,,,AI,113,$15.8M,96%
3440,Dignity Health ...,Santa Cruz,USA,,Hospital/H...,117,$31.6M,52%
3441,Tyra Bioscience...,San Diego,USA,,Biotech,63,$4M,37%
3442,A-Teams,New York C...,USA,,Tech Servi...,245,$39.1M,24%
3443,neustark,Bern,,,Materials,66,$19.1M,94%
3444,Rocket Learning,,,,Education,240,$47.5M,94%
3445,Chatdesk,New York C...,USA,,Tech Servi...,194,$30.9M,24%
3446,Tellus,Silicon Va...,USA,,Finance,158,$36.5M,23%
3447,Quavo,Philadelph...,USA,$11M,Fintech,91,$11.8M,24%
3448,TC Group,Portsmouth,UK,,Accounting,625,$127.3M,43%
3449,Allara,,,,Digital He...,58,$7.3M,56%
3450,Whop,New York C...,,$17M,Software,58,$8.1M,57%
3451,USC Sports Busi...,Los Angele...,USA,,Sports,64,$9.2M,97%
3452,First Care Clin...,Nashville,USA,270K,Hospital/H...,167,$48.5M,1%
3453,Rigzone,Houston,USA,,Energy/Oil,646,$197.8M,72%
3454,Lighthouse Kids...,Hixson,USA,,Hospital/H...,57,$0,128%
3455,Homecare Hub,Toronto,CAN,$2.5M,Hospital/H...,36,$0,57%
3456,AuthMind,Washington...,USA,$9.9M,Software,36,$4.4M,55%
3457,Lunar Outpost,Golden,USA,,Aviation,102,$25.1M,24%
3458,Ice Industries,Sylvania,USA,,Mining,228,$61.4M,9%
3459,Alert 360,Tulsa,USA,,Consumer,545,$171M,36%
3460,Acrivon Therape...,Boston,USA,,Biotech,78,$12.1M,36%
3461,InKind Capital,,,,Fintech,97,$12.6M,23%
3462,VRIFY,Vancouver,CAN,,Tech Servi...,71,$9.3M,21%
3463,unspun,San Franci...,USA,,3D,71,$10.9M,23%
3464,Berger Montague,Philadelph...,USA,,Legal,191,$56.7M,24%
3465,Elizabeth Schoo...,Canary Wha...,UK,,Education,397,$89.3M,99%
3466,CloudNC,London,UK,,AI,139,$19.5M,23%
3467,Bonliva Norge,Oslo,Norway,,Recruiting,41,$3.9M,122%
3468,Peepul Tree,Mumbai,IND,,Technology...,41,$0,128%
3469,Greenwood Susta...,New York C...,USA,,Energy,41,$0,128%
3470,Centro de Coach...,Gijón,Spain,,Consulting,41,$7.2M,131%
3471,Village Grill R...,Raleigh Du...,USA,,Restaurant...,60,$9.4M,92%
3472,O2X Human Perfo...,Boston,USA,,Health,207,$61.5M,23%
3473,Sullivans Home ...,Sioux Fall...,USA,,Retail,66,$13.5M,21%
3474,Health Advocate...,Miami,USA,,Recruiting,134,$16.1M,22%
3475,Sofy AI,,,,AI,87,$12.2M,23%
3476,Fast Forward,San Franci...,USA,$8.5M,NonProfit,87,$35M,22%
3477,Treehouse,San Franci...,USA,,Consumer,25,$3.1M,60%
3478,Adaptive,New York C...,,$7.25M,Software,25,$2M,60%
3479,Eneus Energy Lt...,EDINBURGH,,$8.29M,Energy,25,$0,56%
3480,Pollin,Toronto,CAN,,Hospital/H...,25,$0,56%
3481,Astatine Ltd,Dublin,,,Energy,25,$0,56%
3482,Accredible,Silicon Va...,USA,$26.5M,Learning,150,$26.6M,23%
3483,Regrow,Durham,USA,,Farming,234,$7.5M,23%
3484,Coastal Home,,USA,,Retail,97,$22M,93%
3485,iWorQ Systems,Salt Lake ...,USA,,Tech Servi...,103,$14.9M,22%
3486,Obie,Chicago,USA,,Fintech,156,$22.3M,23%
3487,CloudDentistry....,,,,HRTech,303,$53M,27%
3488,memoryBlue,Washington...,USA,,Tech Servi...,540,$97.9M,7%
3489,Cann,Los Angele...,USA,$34.7M,Food,91,$17.6M,23%
3490,Darrow,Tel Aviv,Israel,,EdTech,130,$18.2M,23%
3491,Wintermute,London,UK,,Fintech,130,$16.9M,22%
3492,Routeware,Portland,USA,$1.57M,Martech,204,$30.7M,23%
3493,GovInvest,Los Angele...,USA,,Analytics,52,$6.6M,12%
3494,Theradaptive,Frederick,,$50M,Biotech,26,$2M,11%
3495,ECRI Institute,Philadelph...,USA,,Hospital/H...,777,$293.7M,51%
3496,ThinkTek,Fairfax Co...,,,Tech Servi...,50,$5.8M,129%
3497,Prepr,Toronto,CAN,,Education,50,$7.2M,128%
3498,Leanware,Miami,USA,,Mobile App...,50,$0,127%
3499,Uptricks Servic...,Pune,IND,,Informatio...,50,$0,125%
3500,Mishimoto,New Castle,,,Automotive,88,$29M,22%
3501,Plum,Waterloo,CAN,$12.1M,HRTech,67,$8.2M,23%
3502,Overflow,Silicon Va...,USA,,Finance,67,$12.7M,22%
3503,Truecoverage,Miami,USA,,Insurance,126,$27.7M,94%
3504,Traydstream,London,UK,,Finance,131,$27.5M,22%
3505,Xampla,Cambridge,,,Plastics,62,$3.5M,21%
3506,Peak Nano,Coppell,,$50M,Technology,78,$15.8M,21%
3507,Beehive AI,San Franci...,USA,,AI,28,$2.7M,53%
3508,StudentCrowd,London,,$3.06M,Education,56,$8.8M,56%
3509,Grapevine AI,New York C...,USA,,AI,28,$2.7M,53%
3510,Loop AI - Deliv...,San Franci...,USA,,Technology...,28,$0,56%
3511,Fertifa,London,UK,,Health,42,$9.1M,59%
3512,OneBlinc,Miami,,$28M,Finance,28,$2.9M,59%
3513,Parloa,Berlin,Germany,,AI,227,$35M,95%
3514,Eturnity AG,Chur,,,Tech Servi...,87,$12.6M,95%
3515,Tree House Brew...,Charlton,USA,,Food,164,$48.7M,22%
3516,Swoop Funding,London,UK,,Finance,148,$34.2M,22%
3517,Cambridge Mecha...,Boston,UK,,Electronic...,132,$32.3M,22%
3518,Sweet Chick,New York C...,,$5M,Food,36,$7.4M,13%
3519,Great American ...,,USA,,Food,439,$148.2M,31%
3520,Ashton Gray,Oklahoma C...,USA,,Constructi...,84,$24.4M,22%
3521,GoRadar,,,,Analytics,138,$19.3M,22%
3522,Thea Energy,New York C...,USA,,Energy,45,$0,55%
3523,Trainual,Phoenix,USA,$33.8M,Tech Servi...,122,$17.7M,22%
3524,Red Clay Consul...,Atlanta,USA,,Tech Servi...,149,$23.8M,22%
3525,Outback,Delhi,,,Consumer,250,$69M,93%
3526,Outback,Delhi,,,Consumer,250,$69M,93%
3527,AEGIS Hedging,Houston,USA,,Fintech,113,$14.7M,7%
3528,SHOPLAZZA,Toronto,CAN,,Tech Servi...,187,$29.8M,22%
3529,PayDock,Darlinghur...,AU,,Fintech,133,$17.3M,22%
3530,Venn LocalZone,New York C...,USA,,Tech Servi...,106,$15.4M,21%
3531,Trustar Bank,Great Fall...,,,Banking,55,$10.4M,11%
3532,PowerFlex,,,,Environmen...,363,$95.3M,26%
3533,ME and EM,London,UK,,Apparel,274,$68.7M,23%
3534,Mobile Loaves a...,Austin,USA,,Philanthro...,182,$7.5M,22%
3535,Metabase,,,$43M,Tech Servi...,90,$13.1M,23%
3536,Metabase,San Franci...,USA,$43M,Analytics,90,$12.6M,23%
3537,LightBits Labs,Silicon Va...,USA,$100M,Tech Servi...,114,$16.5M,8%
3538,Cytomos,Edinburgh,,$7.23M,Biotech,31,$2.4M,56%
3539,Sublime Securit...,Washington...,,,Computer a...,31,$0,55%
3540,Stella Trauma T...,Chicago,USA,,Medical Of...,128,$34.6M,22%
3541,Otter.ai,Silicon Va...,USA,$70M,Tech Servi...,139,$20.2M,21%
3542,Fresh Tape Medi...,Denver,USA,,Media,43,$7.1M,128%
3543,True West Beef,Jerome,USA,,Food,43,$9.3M,129%
3544,NearYou,Borås,Sweden,,Recruiting,43,$4.1M,121%
3545,BLR WORLD,London,UK,,Recruiting,43,$4.1M,121%
3546,CheckWatt,Danderyd,Sweden,,Environmen...,43,$7.2M,125%
3547,NYC Health and ...,New York C...,USA,,Hospital/H...,43,$0,126%
3548,Better Health G...,Orlando,USA,,Hospital/H...,643,$0,42%
3549,Fleximize,Ipswich,,,Finance,96,$20.2M,21%
3550,OpenReplay,San Franci...,USA,,Tech Servi...,118,$17.1M,22%
3551,L-Nutra,Los Angele...,USA,,Health,69,$16.8M,21%
3552,TrusTrace,Stockholm,SWE,,AI,151,$23.3M,22%
3553,Bloomfield Robo...,Pittsburgh,USA,,Farming,80,$3.5M,21%
3554,AFGS - Accounti...,Surry Hill...,Australia,,Outsourcin...,52,$0,126%
3555,GuestWorld,ODIVELAS,Portugal,,Tech Servi...,52,$6.8M,127%
3556,Red Arts Capita...,,,,Venture Ca...,19,$0,12%
3557,Sk Food Group,Seattle,USA,,Food,553,$186.6M,6%
3558,Work From Home/...,New Delhi,IND,,HR,232,$25.6M,94%
3559,Isovalent,Silicon Va...,USA,$29M,IT Securit...,168,$36.8M,22%
3560,HData,Joliet,,,Tech Servi...,51,$6.7M,53%
3561,OnePeak Medical,,,,Medical Of...,97,$26.2M,21%
3562,RIA Advisory,Miami,USA,,Tech Servi...,606,$109.8M,13%
3563,Cheers,Houston,USA,,Consumer,125,$31.4M,21%
3564,DataDome,Paris,France,,AI,208,$32M,21%
3565,Livefront,Minneapoli...,USA,,Tech Servi...,92,$13.3M,21%
3566,Verlume,Bridge of ...,,$12.3M,Energy,37,$0,54%
3567,Macro,New York C...,USA,,Software,37,$4.7M,50%
3568,Optalysys,Castleford,,,Analytics,37,$4.1M,55%
3569,Quantix,Houston,USA,,Transporta...,889,$408.2M,11%
3570,Trident Medical...,North Char...,USA,,Hospital/H...,966,$365.1M,8%
3571,Spin Technology,Silicon Va...,USA,,Security,98,$17.1M,22%
3572,Anduin Transact...,San Franci...,USA,,Tech Servi...,137,$19.9M,21%
3573,Keeper Security,Chicago,USA,$60.3M,Tech Servi...,387,$71.3M,26%
3574,Vaxcyte,Silicon Va...,USA,$281M,Biotech,323,$17.1M,54%
3575,APEX Biologix,Salt Lake ...,,$9.6M,Medical Eq...,57,$7.2M,57%
3576,Istari,Boston,,$13M,Software,57,$7.9M,54%
3577,Talking Stick R...,Phoenix,USA,,Hospitalit...,600,$190.5M,5%
3578,Neophore,Cambridge,,,Biotech,20,$3.1M,7%
3579,Expedock,Silicon Va...,,,AI,143,$22M,22%
3580,DF Capital,London,UK,,Finance,199,$46M,21%
3581,STARC Systems,Brunswick,USA,$3.5M,Materials,65,$18.2M,22%
3582,Realty Trust Gr...,Knoxville,USA,,Real Estat...,205,$33.8M,21%
3583,Least.,London,,$1.84M,Real Estat...,40,$4.6M,52%
3584,Breathe Battery...,London,UK,,Software,40,$5.1M,56%
3585,CIONIC,San Franci...,USA,$32.3M,Biotech,40,$3.1M,57%
3586,Arcade,San Franci...,USA,$7.66M,Software,40,$4.9M,52%
3587,Deep Render,London,UK,,AI,40,$4.5M,54%
3588,Wildstone,London,UK,,Real Estat...,110,$16.5M,20%
3589,Qualsights,Chicago,USA,,AI,110,$15.4M,21%
3590,Securden,Newark,USA,,Tech Servi...,82,$11.9M,22%
3591,Immunovant,New York C...,USA,$200M,Biotech,248,$16.9M,34%
3592,Delphinus Medic...,Detroit,USA,$114M,Biotech,88,$13.6M,20%
3593,AiX,London,UK,,Fintech,235,$33.6M,93%
3594,DREM,Stockholm,SWE,,Consumer,36,$7.2M,131%
3595,Fleek (YC W22),London,UK,,Technology...,54,$0,125%
3596,Plugg Technolog...,San Franci...,USA,,Tech Servi...,36,$4.2M,133%
3597,Maddisoft,Houston,,,Tech Servi...,36,$4.2M,133%
3598,Net Nine Nine,Sandton,South Africa,,Telecom,54,$15.8M,129%
3599,5000 Interview ...,London,UK,,HR,36,$5.8M,133%
3600,Bicara Therapeu...,Boston,,$313M,Biotech,43,$3.3M,52%
3601,Green Riders,Cape Town,South Africa,,Transporta...,36,$9.4M,133%
3602,Pave America,Washington...,USA,,Constructi...,54,$14.1M,119%
3603,Future Vision 3...,Miami,USA,,Recruiting,45,$4.3M,120%
3604,Moore Southern ...,,South Africa,,Finance,54,$10.2M,125%
3605,AdvanceGuidance,Cape Town,South Africa,,Tech Servi...,45,$5.2M,126%
3606,La Growth Machi...,Paris,France,,Software,36,$4.6M,119%
3607,BlueInk eSignat...,Phoenix,,,Tech Servi...,36,$4.2M,133%
3608,Freedom Capital...,New York C...,USA,,Finance,36,$6M,131%
3609,PROMAI,Tel Aviv,israel,,Manufactur...,36,$0,117%
